Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Not Found,19.390.000đ,Intel Core i5-1135G7,8GB,Intel Iris Xᵉ Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki883w.html
Not Found,15.990.000đ,"AMD Ryzen 5 4600H (6 nhân/ 12 luồng, 11MB Cache, 4.0 GHz)",8GB,"NVIDIA GeForce GTX 1650, 4GB GDDR6",512 GB PCIe® 3.0 NVMe™ M.2 SSD + 1 khe trống để nâng cấp,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506ihrb-hn019w.html
Not Found,8.490.000đ,AMD Ryzen 3 3250U,4GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-d515da-ej1364w.html
Not Found,34.990.000đ,"Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB, 4 nhân 8 luồng",16GB,Intel Iris Xe Graphics,1TB M.2 PCIe® NVMe™ 3.0 x4,13.3 inches,3840 x 2160 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-ux371ea-hl725ws.html
Not Found,47.990.000đ,AMD Ryzen 7 6800HS,16GB,AMD Radeon™ RX 6700S,1TB M.2 NVMe™ PCIe® 4.0 SSD1 khe M.2 NVMe PCIe 4.0 trống,14 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga402rj-l8030w-matrix.html
Not Found,Liên hệ để báo giá,AMD® Ryzen™ 3 3200U,,AMD® Radeon™ Vega 3,512GB PCIe® Gen3 SSD,14 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-412da-ek346t-ryzen-r3-3200u-bac.html
Not Found,23.490.000đ,AMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1105t.html
Not Found,11.590.000đ,Intel Core i3-1115G4,8GB,UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1750w.html
Not Found,35.490.000đ,"Bộ xử lý di động AMD Ryzen™ 7 6800H (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",16GB,NVIDIA® GeForce RTX™ 3070 Laptop GPU 8GB GDDR6  AMD Radeon™ Navi2 Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507rr-hn835w.html
Not Found,19.990.000đ,Intel Core i5-12500H,8GB,Intel Iris Xe Graphics,LPDDR5,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-up5401za-kn005w.html
Not Found,29.990.000đ,"Intel Core i7-13620H (2.4 GHz, 24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores và 4 E-cores)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp181w.html
Not Found,13.190.000đ,"Core i3-1115G4 (up to 4.1Ghz, 6MB)",4GB,Intel® UHD Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq1006t.html
Not Found,30.990.000đ,Intel® Core™ i7-12700H Processor 2.3 GHz,16GB,Intel Iris Xᵉ Graphics,512GB SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up5401za-kn101w.html
Not Found,37.490.000đ,"AMD Ryzen 7 5800H 3.20GHz up to 4.40GHz, 8 nhân 16 luồng",16GB,NVIDIA® GeForce RTX™ 3070 8GB GDDR6,512GB PCIE SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506qr-az003t.html
Not Found,20.990.000đ,"Intel® Core™ i5-1135G7 upto 4.20 GHz,  4 Cores 8 Threads",8GB,Intel Iris Xe Graphics,512GB SSD M.2 NVMe™ PCIe® 3.0,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5302cea-kg0493w.html
Not Found,19.190.000đ,"Intel® Core i5-1135G 4 nhân 8 luồng, tối đa 4.2 GHz. bộ nhớ đệm 8MB",8GB,NVIDIA® GeForce® MX330 2GB GDDR5,512GB PCIe® Gen3 x2 SSD M.2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ep-i5.html
Not Found,17.990.000đ,Ryzen 7 5700U,8GB,AMD Radeon Graphics,512GB SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec182w.html
Not Found,8.990.000đ,"Intel® Core™ i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 nhân 4 luồng)",4GB,Intel UHD Graphics,256GB M.2 NVMe PCIe 3.0  SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675w.html
Not Found,11.290.000đ,"Intel Core i3-1220P 1.1 GHz (12M Cache, up to 4.4 GHz, 10 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-ly153w.html
Not Found,25.390.000đ,Intel Core i7-1165G7,16GB,Intel Iris Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki843w.html
Not Found,36.990.000đ,"AMD Ryzen 9 7940HS (8 lõi / 16 luồng, 16MB L3 cache, up to 5.2 GHz max boost)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 AMD Radeon 780M,1TB PCIe 4.0 NVMe M.2 SSD (2230),13.4 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv302xu-mu223w.html
Not Found,10.690.000đ,"Intel Core i3-1315U (1.2 GHz, 10M Cache, up to 4.5 GHz, 6 lõi)",8GB,Intel UHD Graphics,256GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1402cva-nk0104w.html
Not Found,24.990.000đ,"Intel Core i7 Tiger Lake - 1165G7 (4 nhân, 8 luồng, 2.80 GHz, 12 MB)",16GB,Card tích hợp - Intel Iris Xe Graphics,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB), hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2TB)",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc0791.html
Not Found,34.990.000đ,Ryzen 7 5800HS,16GB,Geforce GTX 1650 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,13 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-flow-x13-gv301qh.html
Not Found,14.790.000đ,Intel Core i5-8265U Processor (4 x 1.60 GHz) - Max Turbo Frequency: 3.90 GHz,,NVIDIA® GeForce® MX250 with 2GB GDDR5 / Integrated Intel® UHD Graphics,1TB SATA3 (5400rpm) ; Support Intel Optane,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a512fl-hdd-1tb.html
Not Found,19.490.000đ,Intel Core i5-10300H 2.5GHz up to 4.5GHz 8MB,8GB,NVIDIA GeForce GTX 1650 4GB GDDR6,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-f15-fx506lh-bq046t.html
Not Found,28.690.000đ,Intel Core i7 11800H,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx706hc-hx009t.html
Not Found,13.490.000đ,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD1x STD 2.5” SATA HDD trống,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1500cba-bq0249w.html
Not Found,33.490.000đ,Intel® Core™ I7-12700H,16GB,Intel Iris Xe Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,14 inches,3840 x 2400 pixel (4K),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up5401za-ku140w.html
Not Found,13.490.000đ,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD1x STD 2.5” SATA HDD trống,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1-b1400cba-eb0641w.html
Not Found,45.900.000đ,AMD Ryzen 7 5800H,16GB,Geforce RTX 3060 6GB,512GB SSD,15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-g15-g533qm-hq054t.html
Not Found,17.990.000đ,"Intel® Core™ i5-1135G7, upto 4.20GHz, 4 cores 8 threads, 8MB Cache",8GB,Intel® Iris® Xe Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea.html
Not Found,71.990.000đ,Intel Core i9-12900H,32GB,NVIDIA GeForce RTX 3070Ti 8GB GDDR6,1TB M.2 NVMe PCIe 4.0 SSD (2 slots),16 inches,2560 x 1600 pixel (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu603zw-k8021w.html
Not Found,7.790.000đ,"Intel Celeron® N4020 1.1GHz up to 2.8GHz 4MB, 2 nhân 2 luồng",4GB,Intel® UHD Graphics 600,128GB SSD,11.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-e210ma-gj353t.html
Not Found,50.990.000đ,12th Gen Intel® Core™ i9-12900H,32GB,NVIDIA® GeForce RTX™ 3080 Laptop GPU,2TB M.2 NVMe™ PCIe® 4.0 Performance SSD,15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html
Not Found,26.990.000đ,"Intel Core i7-10870H, tốc độ 2.2GHz tối đa lên đến 5.0GHz, bộ nhớ đệm 16MB",8GB,nVidia Geforce GTX 1650Ti 4GB DDR5,512G M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g512-i7-10870h.html
Not Found,16.590.000đ,"11th Generation Intel Core i5-1135G7 Tiger Lake 10nm (2.40GHz Up to 4.20 GHz, 4 Cores, 8 Threads, 8MB Cache)",8GB,Intel Iris Xe Graphics,512GB PCIe Nvme Gen 3*2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046t.html
Not Found,16.790.000đ,"R5-5600H (6 nhân, 12 luồng)",8GB,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD1x M.2 2280 PCIe 3.0x4,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m1503qa-l1028w.html
Not Found,17.990.000đ,Intel Core i5-12500H,8GB,Intel UHD Graphics,512GB SSD,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-s-14-flip-tp3402za-lz159w.html
Not Found,102.000.000đ,I9-12950HX,32GB,RTX3080TI,2TB PCIE,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-17-se-g733cx-ll6789w.html
Not Found,9.390.000đ,"Intel Pentium Silver N5030, tốc độ 1.1 GHz tối đa lên đến 3.1 GHz, bộ nhớ đệm 4MB",4GB,Intel® UHD Graphics 600,256GB M.2 NVMe PCIe® 3.0 SSD,14 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ma-pentium-n5030.html
Not Found,87.790.000đ,"Intel Core i9-13980HX 2.2 GHz (36M Cache, tối đa 5.6 GHz, 24 cores: 8 P-cores and 16 E-cores)",32GB,NVIDIA GeForce RTX 4080 12GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD1 khe SSD trống,16 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-scar-16-g634jz-n4029w.html
Not Found,58.990.000đ,AMD Ryzen™ 9 6900HS Mobile Processor,32GB,NVIDIA® GeForce RTX™ 3080 Laptop GPU,1TB SSD,15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503rs-ln892w.html
Not Found,24.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,16GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux425ea-ki817t.html
Not Found,77.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng) AMD Ryzen AI up to 81 TOPs",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6 AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n3898w.html
Not Found,Liên hệ để báo giá,"AMD Ryzen 9 6900HX (8 lõi / 16 luồng, 20MB cache, up to 4.9 GHz max boost)",32GB,NVIDIA GeForce RTX 3070 Ti 8GB GDDR6  AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSDCòn trống 1 khe SSD M.2,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g17-g713rw-ll178w.html
Not Found,12.390.000đ,"AMD Ryzen 3-3250U upto 3.50GHz, 2 cores 4 threads, 4MB Cache",4GB,AMD Radeon Graphics,512GB SSD M.2 PCIE G3X4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-d515da-ej711t.html
Not Found,29.990.000đ,"Intel® Core™ i7-12700H 2.3 GHz (24M Cache, lên đến 4.7 GHz, 6P+8E cores)",16GB,NVIDIA® GeForce® RTX™ 3050 Ti  GPU tích hợp: Intel® Iris Xe Graphics,1TB M.2 NVMe™ PCIe® 4.0 SSD,16 inches,3840 x 2400 pixel (4K),,,,https://cellphones.com.vn/laptop-asus-proart-n7600ze-l2010w.html
Not Found,28.790.000đ,AMD Ryzen 7 5800HS 3.0GHz up to 4.3GHz 16MB,16GB,NVIDIA® GeForce® RTX™ 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1085t.html
Not Found,27.990.000đ,Intel core i7-12700H,16GB,GeForce RTX™ 3060,512GB M.2 NVMe™ PCIe® 3.0Còn trống 1 khe SSD M.2 PCIE,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zm-hn123w.html
Not Found,14.490.000đ,"Intel Core i5-1155G7 2.5 GHz (8M Cache, up to 4.5 GHz, 4 lõi)",8GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b5-b5402cea-ki0197w.html
Not Found,48.490.000đ,"AMD Ryzen 9 5900HS Processor (8 x 3.00 GHz), Max Boost Clock up to 4.60 GHz",16GB,NVIDIA GeForce RTX 3070 8GB GDDR6,1TB M.2 NVMe PCIe® 3.0 SSD,15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g15-ga503qr-hq093t.html
Not Found,49.190.000đ,AMD Ryzen 9 5900HX 3.3GHz up to 4.6GHz 16MB,16GB,NVIDIA® GeForce RTX™ 3070 8GB,1TB SSD PCIE G3X4 (2 slot),15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-g15-g533qr-hq098t.html
Not Found,Liên hệ để báo giá,Intel® Core™ i7-12700H,8GB,Intel Iris Xe Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1352w.html
Not Found,23.690.000đ,I7-11800H,8GB,NVIDIA® GeForce RTX™ 3060 Laptop GPU,512GB PCIE,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hm-hn366w.html
Not Found,15.690.000đ,Intel Core i5-1135G7,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/SATA3),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s533ea-bn462w.html
Not Found,21.990.000đ,"Intel Core i5 Tiger Lake - 1135G7, 4 nhân 8 luồng, 8 MB",8GB,Intel Iris Xe Graphics,SSD 512 GB NVMe PCIe,13.3 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp532t.html
Not Found,18.990.000đ,"Intel® Core™ i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)",8GB,NVIDIA® GeForce RTX™ 3050 Laptop GPU + Intel® UHD Graphics,512GB PCIe® 3.0 NVMe™ M.2 SSD,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hc-hx579w.html
Not Found,41.490.000đ,"Intel Core i7-13650HX Gen 13 (2.6 GHz, 24M Cache, up to 4.9 GHz, 14 lõi: 6 P / 8 E)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD Hỗ trợ SSD M.2 SSD PCIe 512GB/1TB/2TB G4x4 Khe cắm mở rộng (bao gồm cả đã sử dụng):,16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n4455w.html
Not Found,10.490.000đ,"Intel Core i3-1315U (10MB Cache, 1.2 GHz up to 4.5 GHz, 6 lõi / 8 luồng)",8GB,Intel UHD Graphics,256GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404va-nk124w.html
Not Found,44.790.000đ,Ryzen 9 5900HS,32GB,NVIDIA® GeForce RTX™ 3060 MaxQ 6GB,1TB SSD nvme PCI-express,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qm.html
Not Found,8.990.000đ,AMD Ryzen 3-3250U 2.6GHz up to 3.5GHz 4MB,4GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X4 , 1x slot SATA3 2.5""",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-d415da-ek852t.html
Not Found,Liên hệ để báo giá,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",64GB,"NVIDIA GeForce RTX 5090 24GB GDDR7 ROG Boost: 1647MHz* at 175W (1597MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost) Intel UHD Graphics",2TB PCIe 4.0 NVMe M.2 Performance SSD,16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-16-g635lx-rw192w.html
Not Found,14.990.000đ,"AMD Ryzen™ 3 4300U Processor 2.7 GHz (4M Cache, up to 3.7 GHz, 4 cores)",8GB,AMD Radeon Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ia-ej735t.html
Not Found,19.190.000đ,AMD Ryzen 7-4700U 2.0GHz up to 4.1GHz 8MB,8GB,AMD Radeon Graphics,512GB SSD M.2 PCIE (1 slot),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia-ec227t.html
Not Found,16.590.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea.html
Not Found,16.990.000đ,Intel Core i7-1165G7,8GB,NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ep-ej449w.html
Not Found,Liên hệ để báo giá,Intel Core i3 1125G4,8GB,Intel UHD Graphics,SSD 512GB,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1749w.html
Not Found,Liên hệ để báo giá,Intel Core i3 1005G1,8GB,Intel UHD Graphics 620,SSD 512GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x509ja-ej247t.html
Not Found,19.790.000đ,"AMD Ryzen 5-4600H (3.00GHz up to 4.00GHz, 8MB Cache)",8GB,NVIDIA Geforce GTX 1650 4GB GDDR6,512GB PCIE SSD,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706ih-hx180t.html
Not Found,14.190.000đ,"Intel® Core™ i5-1035G1U, 1.00GHz upto 3.60GHz, 6MB cache, 4 cores 8 threads",,NVIDIA GeForce MX330 2GB GDDR5,1TB 5400rpm,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x509jp.html
Not Found,18.990.000đ,Intel Core i5-1135G7,8GB,Intel Iris Xe Graphics,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea-bn115t.html
Not Found,10.690.000đ,Intel Core I3 7020U 2.3 GHz,,Intel HD graphics 520,"HDD: 1 TB, (Hỗ trợ thay thế SSD M.2 SATA 3)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x507ua-ej314t-i3-7020u-xam.html
Not Found,27.090.000đ,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hcb-hn141w.html
Not Found,29.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux482ea-ka274t.html
Not Found,77.990.000đ,"AMD Ryzen™ 9-5980HS 3.0GHz Up to 4.8GHz, 8 Cores, 16 Threads",32GB,NVIDIA® GeForce RTX™ 3050 4GB,1TB SSD M.2 NVMe PCIe,13.4 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6029t.html
Not Found,27.990.000đ,"Intel Core i7-13620H (2.4 GHz, 24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores và 4 E-cores)",32GB,NVIDIA GeForce RTX 4050 6GB GDDR6  Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp197w.html
Not Found,38.940.000đ,AMD Ryzen 7 5800H,16GB,Geforce RTX 3060 6GB,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513qm-hf295t.html
Not Found,26.990.000đ,AMD Ryzen R7-4800H Processor,8GB,NVIDIA GeForce GTX 1660Ti 6GB GDDR6 + AMD Radeon™ Graphics,512GB SSD M.2 NVMe PCIe 3.0,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706iu-hx406t.html
Not Found,41.490.000đ,"AMD Ryzen 9 5900HX Processor (8 x 3.30 GHz), Max Boost Clock up to 4.60 GHz",16GB,"NVIDIA GeForce RTX 3060 (6GB of GDDR6 SDRAM, Bus Width : 192-bit)",512GB SSD1 PCIe (M.2 2280),17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-g713qm-k4183t.html
Not Found,42.990.000đ,"AMD Ryzen R9-5900HS (3.00GHz up to 4.60GHz, 16MB Cache)",16GB,NVIDIA® GeForce RTX™ 3060 6GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm-hq158t.html
Not Found,Liên hệ để báo giá,Intel Core i3 Tiger Lake - 1115G4,8GB,Intel UHD Graphics,SSD 512GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-br2044w.html
Not Found,Liên hệ để báo giá,Intel Core i5 11400H,8GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,SSD 512 GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506hcb-hn1138w.html
