Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Laptop Asus Vivobook S533EA BN462W,15.690.000đ,Intel Core i5-1135G7,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE/SATA3),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s533ea-bn462w.html
Laptop Asus ROG Strix G16 G614JV-N4455W,41.490.000đ,"Intel Core i7-13650HX Gen 13 (2.6 GHz, 24M Cache, up to 4.9 GHz, 14 lõi: 6 P / 8 E)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD Hỗ trợ SSD M.2 SSD PCIe 512GB/1TB/2TB G4x4 Khe cắm mở rộng (bao gồm cả đã sử dụng):,16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jv-n4455w.html
Laptop ASUS VivoBook M513IA-EJ735T,14.990.000đ,"AMD Ryzen™ 3 4300U Processor 2.7 GHz (4M Cache, up to 3.7 GHz, 4 cores)",8GB,AMD Radeon Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ia-ej735t.html
Laptop ASUS VivoBook Flip 14 TM420IA-EC227T,19.190.000đ,AMD Ryzen 7-4700U 2.0GHz up to 4.1GHz 8MB,8GB,AMD Radeon Graphics,512GB SSD M.2 PCIE (1 slot),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia-ec227t.html
Laptop ASUS VivoBook 14 A515EA-BQ498T,16.590.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea.html
Laptop Asus VivoBook 14 X1404VA-NK124W,10.490.000đ,"Intel Core i3-1315U (10MB Cache, 1.2 GHz up to 4.5 GHz, 6 lõi / 8 luồng)",8GB,Intel UHD Graphics,256GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1404va-nk124w.html
Laptop ASUS VivoBook X515EP-EJ449W,16.990.000đ,Intel Core i7-1165G7,8GB,NVIDIA GeForce MX330 2GB GDDR5 + Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ep-ej449w.html
Laptop ASUS Gaming ROG Strix Scar G15 G533QR-HQ098T,49.190.000đ,AMD Ryzen 9 5900HX 3.3GHz up to 4.6GHz 16MB,16GB,NVIDIA® GeForce RTX™ 3070 8GB,1TB SSD PCIE G3X4 (2 slot),15.6 inches,2560x1440 (Quad HD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-g15-g533qr-hq098t.html
Laptop Asus TUF Gaming F15 FX506HM-HN366W,23.690.000đ,I7-11800H,8GB,NVIDIA® GeForce RTX™ 3060 Laptop GPU,512GB PCIE,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hm-hn366w.html
Laptop ASUS Vivobook 15X OLED A1503ZA-L1352W,Liên hệ để báo giá,Intel® Core™ i7-12700H,8GB,Intel Iris Xe Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1352w.html
Laptop Asus TUF Gaming F17 FX706HC-HX579W,18.990.000đ,"Intel® Core™ i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)",8GB,NVIDIA® GeForce RTX™ 3050 Laptop GPU + Intel® UHD Graphics,512GB PCIe® 3.0 NVMe™ M.2 SSD,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hc-hx579w.html
Laptop ASUS ZenBook Flip UX363EA,21.990.000đ,"Intel Core i5 Tiger Lake - 1135G7, 4 nhân 8 luồng, 8 MB",8GB,Intel Iris Xe Graphics,SSD 512 GB NVMe PCIe,13.3 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp532t.html
Laptop ASUS ROG Strix SCAR 16 G635LX-RW192W,Liên hệ để báo giá,"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",64GB,"NVIDIA GeForce RTX 5090 24GB GDDR7 ROG Boost: 1647MHz* at 175W (1597MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost) Intel UHD Graphics",2TB PCIe 4.0 NVMe M.2 Performance SSD,16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-16-g635lx-rw192w.html
Laptop ASUS D415DA-EK852T,8.990.000đ,AMD Ryzen 3-3250U 2.6GHz up to 3.5GHz 4MB,4GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X4 , 1x slot SATA3 2.5""",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-d415da-ek852t.html
Laptop ASUS Gaming ROG Zephyrus G14 GA401QM-K2041T,44.790.000đ,Ryzen 9 5900HS,32GB,NVIDIA® GeForce RTX™ 3060 MaxQ 6GB,1TB SSD nvme PCI-express,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qm.html
Laptop ASUS Vivobook A415EA-EB1749W,Liên hệ để báo giá,Intel Core i3 1125G4,8GB,Intel UHD Graphics,SSD 512GB,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb1749w.html
Laptop ASUS Vibobook X509JA EJ247T,Liên hệ để báo giá,Intel Core i3 1005G1,8GB,Intel UHD Graphics 620,SSD 512GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x509ja-ej247t.html
Laptop ASUS Gaming TUF FA706IH-HX180T,19.790.000đ,"AMD Ryzen 5-4600H (3.00GHz up to 4.00GHz, 8MB Cache)",8GB,NVIDIA Geforce GTX 1650 4GB GDDR6,512GB PCIE SSD,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706ih-hx180t.html
Laptop ASUS TUF Gaming F15 FX506HCB-HN141W,27.090.000đ,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,8GB,NVIDIA® GeForce RTX™ 3050 4GB,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hcb-hn141w.html
Laptop Asus Vivobook X507UA-EJ314T,10.690.000đ,Intel Core I3 7020U 2.3 GHz,,Intel HD graphics 520,"HDD: 1 TB, (Hỗ trợ thay thế SSD M.2 SATA 3)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x507ua-ej314t-i3-7020u-xam.html
Laptop ASUS Gaming ROG Strix G15 G513QM-HF295T,38.940.000đ,AMD Ryzen 7 5800H,16GB,Geforce RTX 3060 6GB,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513qm-hf295t.html
Laptop ASUS TUF Gaming A17 FA706IU-HX406T,26.990.000đ,AMD Ryzen R7-4800H Processor,8GB,NVIDIA GeForce GTX 1660Ti 6GB GDDR6 + AMD Radeon™ Graphics,512GB SSD M.2 NVMe PCIe 3.0,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706iu-hx406t.html
Laptop Asus Gaming ROG Strix G17 G713QM-K4183T,41.490.000đ,"AMD Ryzen 9 5900HX Processor (8 x 3.30 GHz), Max Boost Clock up to 4.60 GHz",16GB,"NVIDIA GeForce RTX 3060 (6GB of GDDR6 SDRAM, Bus Width : 192-bit)",512GB SSD1 PCIe (M.2 2280),17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-g713qm-k4183t.html
Laptop ASUS TUF Gaming F15 FX507VU-LP197W,27.990.000đ,"Intel Core i7-13620H (2.4 GHz, 24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores và 4 E-cores)",32GB,NVIDIA GeForce RTX 4050 6GB GDDR6  Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp197w.html
Laptop ASUS Gaming ROG Zephyrus G15 GA503QM-HQ158T,42.990.000đ,"AMD Ryzen R9-5900HS (3.00GHz up to 4.60GHz, 16MB Cache)",16GB,NVIDIA® GeForce RTX™ 3060 6GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g15-ga503qm-hq158t.html
Laptop ASUS Vivobook 15 S533EA BN115T,18.990.000đ,Intel Core i5-1135G7,8GB,Intel Iris Xe Graphics,512GB SSD,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533ea-bn115t.html
Laptop ASUS ZenBook UX482EA-KA274T,29.690.000đ,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux482ea-ka274t.html
Laptop ASUS Gaming ROG Flow X13 GV301QC-K6029T,77.990.000đ,"AMD Ryzen™ 9-5980HS 3.0GHz Up to 4.8GHz, 8 Cores, 16 Threads",32GB,NVIDIA® GeForce RTX™ 3050 4GB,1TB SSD M.2 NVMe PCIe,13.4 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6029t.html
Laptop ASUS VivoBook 15 X509JP-EJ012T,14.190.000đ,"Intel® Core™ i5-1035G1U, 1.00GHz upto 3.60GHz, 6MB cache, 4 cores 8 threads",,NVIDIA GeForce MX330 2GB GDDR5,1TB 5400rpm,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x509jp.html
Laptop ASUS Vivobook X515EA-BR2044W,Liên hệ để báo giá,Intel Core i3 Tiger Lake - 1115G4,8GB,Intel UHD Graphics,SSD 512GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-br2044w.html
Laptop ASUS Gaming TUF FX506HCB-HN1138W,Liên hệ để báo giá,Intel Core i5 11400H,8GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,SSD 512 GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506hcb-hn1138w.html
Laptop ASUS Gaming ROG Strix G15 G513RW-HQ223W,45.990.000đ,AMD Ryzen 7 6800H,16GB,NVIDIA GeForce RTX 3070 Ti Laptop GPU,1TB M.2 NVMe™ PCIe® 4.0 SSD,15.6 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513rw-hq223w.html
Laptop ASUS VivoBook S533EQ,21.720.000đ,Intel Core i5 Tiger Lake1135G72.40 GHz,8GB,"NVIDIA GeForce MX350, 2 GB",SSD 512 GB NVMe PCIe,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-s533eq-bn161t.html
Laptop ASUS Vivobook 14X A1403ZA-LY072W,10.490.000đ,Intel® Core™ i3-1220P,8GB,Intel® UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1200 pixels (FullHD+),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-ly072w.html
Laptop ASUS E210KA-GJ031T,8.290.000đ,"Intel® Celeron® Processor N4500 (1.10GHz up to 2.80GHz, 4M Cache)",4GB,Intel UHD Graphics 600,128G EMMC SSD,11.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-e210ka-gj031t.html
Laptop ASUS TUF Gaming FA506QM-HN016T,30.790.000đ,"AMD Ryzen 7-5800H 3.20GHz upto 4.40GHz, 8 cores 16 threads",16GB,NVIDIA® GeForce® RTX 3060 6GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506qm-hn016t.html
Laptop ASUS VivoBook Flip 14 TM420UA-EC024T,19.990.000đ,AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,8GB,AMD Radeon Graphics,512GB SSD M.2 PCIE,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec024t.html
Laptop ASUS Gaming ROG Strix Scar 15 G533QM HF089T,44.790.000đ,AMD Ryzen 9 5900HX,16GB,NVIDIA® GeForce RTX™ 3060 6GB,1TB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533qm.html
Laptop Asus Tuf Gaming FX706HCB-HX105W,20.490.000đ,"Intel® Core™ i5-11400H 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)",8GB,NVIDIA® GeForce RTX™ 3050,512 GB M.2 NVMe™ PCIe® 3.0 SSD,17.3 inches,,,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hcb-hx105w.html
Laptop ASUS X515MA-BR481T,7.990.000đ,Intel Celeron Processor N4020 (2 x 1.10 GHz),4GB,Intel® UHD Graphics 600,256GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1366 x 768 pixels (HD+),,,,https://cellphones.com.vn/laptop-asus-x515ma-br481t.html
Laptop ASUS VivoBook A515EA-BQ1530W,10.990.000đ,Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,4GB,Intel UHD Graphics,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-bq1530w.html
Laptop ASUS VivoBook X509JA-EJ427T,10.790.000đ,Intel Core i3-1005G1 1.2GHz up to 3.4GHz 4MB,,Intel UHD Graphics,512GB SSD M.2 PCIE G3X2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x509ja-i3.html
Laptop ASUS Vivobook 15 X1502ZA-EJ129W,Liên hệ để báo giá,Intel® Core™ i7-1260P Processor 2.1 GHz,8GB,Intel UHD Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x1502za-ej129w.html
Laptop ASUS ROG Zephyrus G16 GU605CR-QR107W,Liên hệ để báo giá,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,NVIDIA GeForce RTX 5070 Ti 12GB GDDR7Intel Arc Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-gu605cr-qr107w.html
Laptop Asus Vivobook 14 X1402ZA-EB100W,10.990.000đ,"Intel® Core™ i3-1220P Processor 1.1 GHz (12M Cache, up to 4.4 GHz, 10 cores)",8GB,Intel® UHD Graphics,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-eb100w.html
Laptop Asus TUF Dash F15 FX517ZR-HN086W,Liên hệ để báo giá,"Intel Core i7-12650H 2.3 GHz (24M Cache, up to 4.7 GHz, 10 lõi: 6 P / 4 E)",8GB,NVIDIA GeForce RTX 3070 8GB GDDR6,512GB PCIe 3.0 NVMe M.2 SSDTrống 1 khe SSD M.2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-dash-f15-x517zr-hn086w.html
Laptop Asus Expertbook B9400CEA KC1258W,32.990.000đ,"Intel Core i7-1165G7 ( 2.8 GHz - 4.7 GHz / 12MB / 4 nhân, 8 luồng )",16GB,Intel Iris Xe Graphics,1TB SSD M.2 NVMe,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc1258w.html
Laptop Asus Gaming TUF FX506LH HN188W,16.890.000đ,"Intel® Core™ i5-10300H (2.50GHz upto 4.50GHz, 8MB)",8GB,NVIDIA® GeForce® GTX 1650 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506lh-hn188w.html
Laptop ASUS VivoBook S14 S433EA-AM885T,23.490.000đ,Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,16GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-s433ea-am885t.html
Laptop ASUS Gaming ROG Strix Scar G15 G533QR-HF113T,55.990.000đ,AMD Ryzen 9 5900HX 3.3GHz up to 4.6GHz 16MB,16GB,NVIDIA GeForce RTX™ 3070 8GB GDDR6 With ROG Boost up to 1660MHz at 115W (130W with Dynamic Boost),1TB SSD PCIE G3X4 (2 slot),15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-g15-g533qr-hf113t.html
Laptop ASUS Vivobook A415EA-EB360T,18.290.000đ,Intel Core i5-1135G7 0.9GHz up to 4.2GHz 8MB,8GB,Intel Iris Xe Graphics,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE),14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a415ea-eb360t.html
Laptop ASUS VivoBook A415EP-EB116T,17.790.000đ,"Intel® Core I5-1135G7, upto 4.20GHz, 4 cores 8 threads, 8MB Cache",,NVIDIA® GeForce® MX330 2GB GDDR5,512GB PCIe® Gen3 x2 SSD M.2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-a415ep.html
Laptop Asus VivoBook A515EP-BQ194T,Liên hệ để báo giá,Intel Core i5 Tiger Lake - 1135G7,8GB,"NVIDIA GeForce MX330, 2 GB",512 GB SSD NVMe PCIe  Hỗ trợ khe cắm HDD SATA,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ep-bq194t.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-a512da-ej418t-ryzen-7-3700u-ram-8gb-ssd-512gb-card-man-hinh-radeon-vega-10-15-6-inch-fhd.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-fx505ge-bq056t.html
Asus TUF Gaming FX504GE-E4138T,Liên hệ để báo giá,Intel Core i5-8300H,,GeForce GTX 1050Ti 4GB,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fx504ge-e4138t.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-fx505ge-bq049t.html
Asus ROG Strix Scar Edition GL503GE-EN021T,Liên hệ để báo giá,Intel Core I7 8750H,,GeForce GTX 1050Ti 4GB,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gl503ge-en021t.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-f560ud-bq400t.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-fx505ge-bq037t.html
Asus TUF Gaming FX505GM-ES011T,Liên hệ để báo giá,Intel Core i7 8750H,,GeForce GTX 1060Ti 4GB,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fx505gm-es011t.html
Asus ROG Strix Scar GL704GW-EV048T,Liên hệ để báo giá,Intel Core i7 8750H,,Geforce RTX 2070 8GB,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gl704gw-ev048t.html
Asus ROG Zephyrus S GX531GM-ES004T,Liên hệ để báo giá,Intel Core i7 8750H,,GeForce GTX 1060 6GB,,15.6 inches,1080 x 1920 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gx531gm-es004t.html
Laptop Asus X507UA-EJ313T,9.890.000đ,Intel Core i3 7020U 2.3 Ghz,,Intel HD graphics 520,,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-x507ua-ej313t.html
Laptop ASUS VivoBook S15 M533IA,17.990.000đ,AMD Ryzen 7-4700U 2.0GHz up to 4.1GHz 8MB,,AMD Radeon Graphics,512GB SSD M.2 PCIE G3X2,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-s15-m533ia-ryzen-7.html
Laptop ASUS Vivobook A515EA-L11970T,Liên hệ để báo giá,Intel Core i5 1135G7,8GB,Intel Iris Xe Graphics,SSD 512 GB,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-a515ea-l11970t.html
Laptop ASUS TUF Gaming FA706II-H7286T,22.290.000đ,AMD Ryzen 7 – 4800H,8GB,Geforce GTX 1650Ti 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,17.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a17-fa706ii.html
Laptop ASUS Flip BR1100FKA-BP0531T,Liên hệ để báo giá,Intel Celeron N4500,4GB,Intel UHD Graphics,eMMC 128 GB,11.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-flip-br1100fka-bp0531t.html
Laptop ASUS Zenbook UX334FAC-A4059T,20.450.000đ,"Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",,Intel UHD Graphics,512GB SSD M.2 NVMe,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-ux334fac-a4059t-i5-10210u-ram-8gb-ssd-512gb-13-3fhd-inch.html
Laptop ASUS Vivobook D509DA-EJ285T,Liên hệ để báo giá,"AMD Ryzen™ R3-3200U, 2.60 GHz up to 3.50 GHz, 4MB Cache",,AMD Radeon™ Vega 3 Graphics,256GB SSD PCIe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-d509da-ej285t-ryzen-3-3200u-ram-4gb-ssd-256gb-15-6fhd-inch.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-s430fa-eb321t-core-i5-8265u-ram-4gb-ssd-512gb-14-inch.html
Laptop ASUS VivoBook Flip TM420IA-EC155T,14.340.000đ,"AMD Ryzen™ R3-4300U Processor, 2.70GHz up to 3.70GHz, 4 nhân 4 luồng, 4MB Cache",4GB,AMD Radeon™ Graphics,256GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ia-ryzen-5-ram-4gb-ssd-256gb.html
Laptop ASUS Gaming ROG Zephyrus GA401IU-HA256T,33.890.000đ,AMD Ryzen 9 – 4900HS,16GB,Geforce GTX 1660Ti,512GB SSD NVMe M.2 PCIe Gen 3 x 4,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401iu-ryzen-9.html
Laptop ASUS D415DA-EK482T,12.290.000đ,AMD Ryzen 3-3250U 2.6GHz up to 3.5GHz 4MB,4GB,AMD Radeon Graphics,"512GB SSD M.2 PCIE G3X4 , 1x slot SATA3 2.5""",14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-d415da-ek482t.html
Laptop ASUS Gaming ROG Strix G17 G713QR-K4148T,Liên hệ để báo giá,AMD Ryzen 9 5900HX 3.3GHz up to 4.6GHz 16MB,16GB,NVIDIA® GeForce RTX™ 3070 8GB GDDR6,1TB M.2 NVMe™ PCIe® 3.0 SSD,17.3 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g17-g713qr-k4148t.html
Asus Vivobook 15 A512FA-EJ571T,Liên hệ để báo giá,Intel Core i3-8145U 2.10 Ghz,,Intel UHD Graphics 620,SSD: 256GB M.2 Sata + 1 slot HDD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-a512fa-ej571t-i3-8145u-bac.html
Laptop ASUS TUF Gaming FA506II-AL016T,21.950.000đ,AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,8GB,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + AMD Radeon™ Graphics,"512GB SSD M.2 PCIE G3X2, 1x slot SATA3 2.5""",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-fa506ii-al016t-amd-ryzen-7-4800h-ram-8gb-ssd-512gb-15-6inch-144hz-vga-4gb.html
Not Found,Not Found,,,,,,,,,,https://cellphones.com.vn/laptop-asus-f560ud-bq400t-i5-8250u-den.html
Laptop ASUS ZenBook UX434FLC-A6212T,Liên hệ để báo giá,Intel Core i5-10210U 1.6GHz up to 4.2GHz 6MB,,NVIDIA GeForce MX250 2GB GDDR5 + Intel UHD Graphics,512GB SSD M.2 PCIE G3X2,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux434flc.html
Laptop Asus G531GD-AL034T,Liên hệ để báo giá,"Intel Core i7-9750H (2.6GHz upto 4.5GHz, 6Cores, 12Threads, 12MB cache, FSB 8GT/s)",,NVIDIA GeForce GTX 1050,512GB SSD M.2 PCIe3x4 + 1 slot HDD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-g531gd-al034t-i7-9750h.html
Laptop ASUS VivoBook A412DA-EK611T,11.990.000đ,"AMD AMD Ryzen 3 3250U 2.6 GHz up to 3.5Hz, 4MB",,Radeon™ Vega 3 Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-vivobook-14-a412da.html
